codigo_linha,linha,codigo_coluna,coluna,chi2,p,v_cramer,n,p_ajustado,significativo
adc1[SQ010],livro ou capítulo de divulgação,CE14,Tempo_Vinculo,16.93619118158544,0.8513706949961578,0.0,1479,0.8947526412380002,False
adc1[SQ011],release programa TV rádio,CE02,Sexo,4.823937035470047,0.5665849020201053,0.0,1462,0.673196652684014,False
adc1[SQ011],release programa TV rádio,CE03,Escolaridade_Mae,39.827945883291854,0.3036045076523714,0.020710434553470707,1484,0.45281393432745815,False
adc1[SQ011],release programa TV rádio,CE04,Cor_Raca,39.98120151165171,0.021486430026403526,0.05273783462064703,1439,0.07108578330646656,False
adc1[SQ011],release programa TV rádio,CE05,Religiao,51.84170855028666,0.7641874239297199,0.0,1443,0.8499682858967507,False
adc1[SQ011],release programa TV rádio,CE06,Importancia_Religiao,22.23688270776369,0.22163792140157035,0.03636011197932219,1067,0.35631471031019146,False
adc1[SQ011],release programa TV rádio,CE10,Ciencia_BasicaXAplicada,38.06406258510214,0.0037984515749157535,0.0671800273087065,1484,0.018992257874578766,True
adc1[SQ011],release programa TV rádio,CE07,Orientacao_Politica,29.553578510683504,0.4886774336222951,0.0,1418,0.6267850300832059,False
adc1[SQ011],release programa TV rádio,CE08,Nivel_Bolsa_CNPq,47.523292955709756,0.022107483512205008,0.04866706365253567,1483,0.07108578330646656,False
adc1[SQ011],release programa TV rádio,CE11,GdeArea_CNPq,113.45138167857453,1.7246443408838e-08,0.08989644902749762,1479,3.557078953072838e-07,True
adc1[SQ011],release programa TV rádio,CE13,Regiao_Geografica,21.752863502123365,0.5940146694818822,0.0,1481,0.6951235493936919,False
adc1[SQ011],release programa TV rádio,CE14,Tempo_Vinculo,23.372226761439144,0.49792303496260626,0.0,1471,0.6271549677009927,False
adc1[SQ012],audiência pública,CE02,Sexo,7.9576071024664,0.24122560452617547,0.036516511292184854,1466,0.37549268629074484,False
adc1[SQ012],audiência pública,CE03,Escolaridade_Mae,46.32030520086424,0.11638854525476756,0.034028056309372064,1488,0.24005137458795808,False
adc1[SQ012],audiência pública,CE04,Cor_Raca,32.94609595807019,0.10521595823792729,0.03938695795140105,1443,0.22546276765270132,False
adc1[SQ012],audiência pública,CE05,Religiao,82.80326367720811,0.02720532185818971,0.05130929224132774,1447,0.08015853761788039,False
adc1[SQ012],audiência pública,CE06,Importancia_Religiao,15.67651466574641,0.6151120148203841,0.0,1070,0.7147428341222773,False
adc1[SQ012],audiência pública,CE10,Ciencia_BasicaXAplicada,32.624294847045064,0.018524454156512812,0.05729018846327689,1487,0.06503265820903434,False
adc1[SQ012],audiência pública,CE07,Orientacao_Politica,29.455198052050093,0.4937902941815152,0.0,1424,0.6267850300832059,False
adc1[SQ012],audiência pública,CE08,Nivel_Bolsa_CNPq,29.51559714984976,0.4906498126446026,0.0,1487,0.6267850300832059,False
adc1[SQ012],audiência pública,CE11,GdeArea_CNPq,68.76194616386117,0.0056930835107344155,0.05492416897749006,1483,0.02538807511543726,True
adc1[SQ012],audiência pública,CE13,Regiao_Geografica,33.83510796893392,0.08764253586382302,0.040712247029400725,1485,0.1985380146443816,False
adc1[SQ012],audiência pública,CE14,Tempo_Vinculo,29.70861347340036,0.19459775707811972,0.03111403950086378,1474,0.32432959513019954,False
adc1[SQ013],visita guiada museu,CE02,Sexo,1.8907368975381411,0.9294680947666886,0.0,1465,0.952560469791948,False
adc1[SQ013],visita guiada museu,CE03,Escolaridade_Mae,44.96537760103339,0.14527503909206455,0.031720802371383354,1487,0.266337571668785,False
adc1[SQ013],visita guiada museu,CE04,Cor_Raca,17.64720962477839,0.8197793600166514,0.0,1442,0.875943791494318,False
adc1[SQ013],visita guiada museu,CE05,Religiao,51.732882040639595,0.76754711877949,0.0,1445,0.8499682858967507,False
adc1[SQ013],visita guiada museu,CE06,Importancia_Religiao,19.278583502194028,0.3748603448556629,0.019862983557682023,1069,0.5154329741765364,False
adc1[SQ013],visita guiada museu,CE10,Ciencia_BasicaXAplicada,27.20777579831846,0.07518002886380301,0.045463243628441466,1486,0.1772100680361071,False
adc1[SQ013],visita guiada museu,CE07,Orientacao_Politica,21.69580536787596,0.8648783412912705,0.0,1422,0.9031957361586053,False
adc1[SQ013],visita guiada museu,CE08,Nivel_Bolsa_CNPq,39.691680325083496,0.11097529646025112,0.03613968752694989,1486,0.234755434819762,False
adc1[SQ013],visita guiada museu,CE11,GdeArea_CNPq,62.307483211909116,0.02249557074908687,0.04785269342936184,1482,0.07108578330646656,False
adc1[SQ013],visita guiada museu,CE13,Regiao_Geografica,48.17598000587415,0.0024004738338576073,0.06388312891116586,1484,0.013440838396694363,True
adc1[SQ013],visita guiada museu,CE14,Tempo_Vinculo,17.82807755806356,0.8112678118902306,0.0,1473,0.875943791494318,False
adc1[SQ014],programa mídias digitais,CE02,Sexo,24.33646199442133,0.000452821099305221,0.11159781476778775,1473,0.0032484991906678896,True
adc1[SQ014],programa mídias digitais,CE03,Escolaridade_Mae,34.74285145057396,0.5283081145844473,0.0,1495,0.6505286485554761,False
adc1[SQ014],programa mídias digitais,CE04,Cor_Raca,51.243810152446535,0.0009807928251874339,0.06858641603361812,1451,0.006224262159843331,True
adc1[SQ014],programa mídias digitais,CE05,Religiao,67.81899084130103,0.22807455869557322,0.029940894384689887,1452,0.35963089065962445,False
adc1[SQ014],programa mídias digitais,CE06,Importancia_Religiao,24.618674904050152,0.13578535201565634,0.045371643739558556,1072,0.25590291300440987,False
adc1[SQ014],programa mídias digitais,CE10,Ciencia_BasicaXAplicada,34.38904571585021,0.011271814122658045,0.06050870777455241,1494,0.046496233255964435,True
adc1[SQ014],programa mídias digitais,CE07,Orientacao_Politica,38.7353858996061,0.1317681408651815,0.035021567268281165,1426,0.25590291300440987,False
adc1[SQ014],programa mídias digitais,CE08,Nivel_Bolsa_CNPq,34.60372747321337,0.25734446482998663,0.024812646560790262,1494,0.39316515460136847,False
adc1[SQ014],programa mídias digitais,CE11,GdeArea_CNPq,178.47014866954774,9.522505066597986e-19,0.12378897296461075,1490,5.2373777866288923e-17,True
adc1[SQ014],programa mídias digitais,CE13,Regiao_Geografica,31.77520743997576,0.13266568480722737,0.03611774174222965,1491,0.25590291300440987,False
adc1[SQ014],programa mídias digitais,CE14,Tempo_Vinculo,26.861965591402125,0.31092838596381567,0.021947167522042284,1481,0.45651092760094575,False
adc1[SQ015],midias digitais canal próprio,CE02,Sexo,10.217941752334266,0.11576899509479244,0.053778478028486676,1458,0.24005137458795808,False
adc1[SQ015],midias digitais canal próprio,CE03,Escolaridade_Mae,51.66121247262245,0.0439455654529143,0.042048563836936226,1480,0.12085030499551433,False
adc1[SQ015],midias digitais canal próprio,CE04,Cor_Raca,56.06768038526969,0.0002243554239058079,0.07477697660947567,1437,0.0017627926164027765,True
adc1[SQ015],midias digitais canal próprio,CE05,Religiao,48.71338894107696,0.8511044552951976,0.0,1439,0.8947526412380002,False
adc1[SQ015],midias digitais canal próprio,CE06,Importancia_Religiao,15.100958640442457,0.6550236058684471,0.0,1065,0.7505478817242623,False
adc1[SQ015],midias digitais canal próprio,CE10,Ciencia_BasicaXAplicada,12.57056088679733,0.8164269165022422,0.0,1480,0.875943791494318,False
adc1[SQ015],midias digitais canal próprio,CE07,Orientacao_Politica,36.00443886886329,0.20793207069014794,0.029142518241104125,1414,0.3430879166387441,False
adc1[SQ015],midias digitais canal próprio,CE08,Nivel_Bolsa_CNPq,17.98166268198782,0.9588298407998997,0.0,1479,0.9705946241225979,False
adc1[SQ015],midias digitais canal próprio,CE11,GdeArea_CNPq,52.1052213375016,0.13648155360235192,0.033823713626545515,1474,0.25590291300440987,False
adc1[SQ015],midias digitais canal próprio,CE13,Regiao_Geografica,37.850527667886944,0.035914010277040054,0.048455950274922215,1477,0.10043748636799336,False
adc1[SQ015],midias digitais canal próprio,CE14,Tempo_Vinculo,65.93956496812561,8.853318623098642e-06,0.08469784634637217,1465,0.000104342683772234,True
